Make,Model,Year,Vehicle_Type,Battery_Capacity_kWh,Battery_Health_%,Range_km,Charging_Power_kW,Charging_Time_hr,Charge_Cycles,Energy_Consumption_kWh_per_100km,Mileage_km,Avg_Speed_kmh,Temperature_C
Mercedes,EQC,2016,Hatchback,100.5,99.2,533,143.3,0.91,1477,13.61,193928,64.2,10.5
Nissan,Ariya,2019,SUV,65.6,96.1,265,176.5,0.52,220,17.34,73079,50.3,-3.7
BMW,i4,2024,Truck,94.3,94.5,565,76.3,1.47,390,22.8,231371,33.1,35.7
BMW,i3,2017,Truck,108.9,99.3,544,86.2,1.65,842,18.39,134511,89.4,13.8
Mercedes,EQS,2022,Truck,72.7,95,387,114.5,0.69,744,24.73,101284,40.8,24.6
Tesla,Model Y,2016,Hatchback,31.6,82.8,152,237.4,0.18,1397,24.58,90305,66.4,21.8
Chevrolet,Bolt EUV,2024,Hatchback,57,89.3,331,12.7,6.12,1277,14.72,87392,76.4,8.9
Chevrolet,Bolt EV,2018,Sedan,64.3,84,295,99.7,0.9,1594,19.24,40961,85.7,11.5
Nissan,Leaf,2016,Sedan,54.5,78.6,294,12,6.27,1335,20.75,130762,59.3,0.4
Ford,Mustang Mach-E,2016,Hatchback,71.7,77.7,371,182.4,0.5,1303,23.3,67919,40.4,33.9
Kia,Niro EV,2019,Sedan,36.8,89.6,155,227.4,0.21,1415,18.89,209536,68.3,1.5
Hyundai,Kona Electric,2020,SUV,102.4,98.1,614,114.7,1.18,1929,14.52,30150,62.6,7.6
Tesla,Model Y,2015,Sedan,35.3,99.2,141,237,0.18,1119,21.72,81855,75.8,13.5
Tesla,Model Y,2017,Sedan,91,76.4,485,217,0.49,1687,19.46,60653,76.9,36.5
Hyundai,Ioniq 5,2024,Hatchback,58.6,99.3,349,87.4,0.85,1642,12.17,101624,44.9,12
Chevrolet,Bolt EV,2017,SUV,90.1,85.3,487,121.2,1.02,1223,19.51,85202,34.4,16.7
Tesla,Model S,2019,Truck,70.7,77.4,304,120.6,0.64,1481,15.32,149758,97.3,14.1
Ford,F-150 Lightning,2015,Sedan,67.9,93.7,387,120.8,0.72,909,19.92,12521,98.1,26.7
BMW,i4,2024,SUV,92.3,96.8,495,116.3,0.85,1820,22.46,122143,54.8,26.2
Hyundai,Ioniq 5,2017,Sedan,68.8,99.8,381,149.3,0.49,554,22.59,156413,51.8,2.5
Hyundai,Ioniq 5,2017,SUV,36,93.2,195,143.1,0.29,1696,15.84,23376,59.6,16.3
Tesla,Model S,2023,Hatchback,101,83,445,32,3.65,771,12.37,136655,77.2,15.9
Tesla,Model 3,2020,Truck,67.8,98.8,314,165.1,0.53,725,15.17,21294,94.1,34.4
Nissan,Leaf,2016,Hatchback,40.8,89.6,240,125.7,0.37,283,14.77,31875,43.7,13.1
Tesla,Model Y,2015,SUV,76.3,98.9,382,196.3,0.44,768,16.59,42432,32.2,9
Mercedes,EQC,2022,Hatchback,79.8,91.8,367,189.2,0.54,1258,16.23,110446,52.1,-7.6
Volkswagen,ID.4,2021,Hatchback,73.5,86.2,357,169.5,0.54,1794,20.51,8243,73.9,11.7
Chevrolet,Bolt EUV,2021,Hatchback,39.4,97.9,202,247.7,0.18,852,20.42,167504,48,-4.1
Chevrolet,Bolt EUV,2022,SUV,66.3,93.9,356,246.6,0.37,1843,24.67,36027,95.3,17.6
BMW,i4,2024,SUV,37.1,98.7,193,225.8,0.19,1822,12.46,52787,42.5,16.9
Volkswagen,ID.4,2015,Sedan,65.3,77.6,381,40.4,2.05,901,24.4,40225,95.2,12.2
Audi,e-tron,2019,SUV,78.4,96.2,439,77.1,1.19,912,22.08,43514,46.7,-4.5
Hyundai,Ioniq 5,2018,Hatchback,75.2,85.3,354,211.4,0.49,587,24.1,163989,89.4,-3.1
Chevrolet,Bolt EUV,2020,Truck,80.1,94,410,212.8,0.53,1248,16.91,111397,89.4,18.2
Volkswagen,ID.3,2021,SUV,102.1,70.7,576,152.2,0.81,1125,20.11,30476,44.5,29.8
Hyundai,Kona Electric,2021,Hatchback,44,86.4,187,106.8,0.52,643,19.36,195826,95.6,28.1
Ford,F-150 Lightning,2023,Hatchback,85.6,79.4,402,148.4,0.66,950,20.41,134552,62.2,-9.7
Nissan,Ariya,2016,Hatchback,93.6,99.7,391,141.4,0.76,1773,24.47,159975,94.2,38.5
Hyundai,Ioniq 5,2022,Hatchback,102.9,76.6,413,132.4,0.88,1013,17.07,163075,60.7,33.4
BMW,i4,2015,SUV,61.4,80.5,261,152.9,0.47,936,21.7,142166,50.4,8.6
BMW,i4,2023,Hatchback,100.5,79.8,431,72.4,1.82,1185,18.83,79860,90,25.3
BMW,i4,2017,Hatchback,112.7,95.4,544,229.6,0.68,1717,13.82,22802,82.8,24.4
Chevrolet,Bolt EUV,2016,Sedan,46.1,73.3,235,159.3,0.41,1316,23.47,83105,91.5,15.6
Tesla,Model S,2017,Truck,112.4,90,656,117.6,1.02,397,19.6,79111,40.6,-2
Ford,Mustang Mach-E,2020,SUV,95,92.6,517,80.7,1.37,238,16.21,224403,33.9,23
Ford,F-150 Lightning,2022,Hatchback,38.5,87.5,230,144.7,0.32,1617,13.81,157448,37.4,7
BMW,i4,2017,Sedan,114.1,81.5,506,45.9,2.9,307,23.95,169078,51.6,-5.6
BMW,i3,2023,Sedan,88.9,86.3,473,88.1,1.07,641,19.93,123259,50.7,33.1
Volkswagen,ID.3,2023,Truck,77.7,92.1,446,48.4,1.7,1116,20.78,44361,89.7,17.7
Nissan,Leaf,2021,Sedan,80.6,99.9,339,203.5,0.52,417,16.14,85954,54.6,-0.9
Volkswagen,ID.4,2021,Hatchback,64.8,80.5,315,106.9,0.79,703,21.31,176634,41.9,11.9
Mercedes,EQS,2015,SUV,107.4,81.3,500,93.9,1.42,1439,18.98,248439,35.5,1.5
Chevrolet,Bolt EUV,2020,Sedan,114,76.5,605,83.1,1.5,1103,17.66,215121,48.9,36.6
BMW,i3,2024,Hatchback,86.3,84.5,445,189.8,0.62,1988,18.69,81432,69.7,2.9
Hyundai,Ioniq 5,2017,Sedan,91,85.7,384,201.2,0.54,401,20.02,199501,67.7,21.7
Chevrolet,Bolt EV,2017,SUV,105.4,75.1,463,37.3,3.09,476,19.27,166238,74,10.9
Hyundai,Ioniq 5,2017,Hatchback,79.5,86.8,321,217.8,0.52,729,24.76,166772,50,-0.5
Tesla,Model 3,2020,Truck,89.3,71.2,359,58.7,1.95,458,14.25,55817,52,25.5
Ford,Mustang Mach-E,2024,Hatchback,55.9,73.9,278,233.8,0.33,1980,16.76,28700,84,36.4
Ford,Mustang Mach-E,2021,Sedan,92.6,85.6,405,86.8,1.48,727,21.08,95352,38.3,39.6
Tesla,Model X,2023,SUV,71.6,92,426,141.8,0.58,1571,18.76,13882,52.4,-8
Volkswagen,ID.3,2017,Hatchback,114.1,70.8,506,126.4,1.13,1333,23.09,42633,34.9,3.3
Audi,Q4 e-tron,2023,Truck,47.6,85.1,218,23.8,2.42,1385,18.42,216774,56.9,39.7
Kia,EV6,2023,Truck,62.2,86.7,267,41.6,1.73,654,12.66,55416,71,36.2
Chevrolet,Bolt EV,2015,Sedan,67.5,90.4,354,50.1,1.63,1119,15.18,246467,81.7,23.7
Nissan,Leaf,2023,SUV,76.8,75.5,323,140.5,0.69,1268,24.94,50653,69.7,37.8
BMW,iX,2016,Sedan,56,83.1,264,196,0.37,1294,23.06,131474,55.3,28.3
Tesla,Model X,2021,SUV,72.8,86,323,133.9,0.71,1983,24.39,177336,30.2,39.3
Chevrolet,Bolt EUV,2024,Sedan,109.7,73.8,439,53.8,2.25,1107,17.48,22025,76.8,29
BMW,i3,2018,SUV,65.2,75.8,352,173.1,0.45,209,19.45,186010,84.4,24.4
Nissan,Leaf,2019,SUV,92.2,91.3,425,169.3,0.69,973,19.05,68387,72.2,28.3
Nissan,Ariya,2024,SUV,59.1,89.6,346,41.1,1.71,1866,17.98,157566,64.6,-8.6
Chevrolet,Bolt EV,2024,Truck,82.8,73.7,355,195.5,0.48,1359,24.87,238758,43.9,16.4
Mercedes,EQC,2019,SUV,76.8,79.3,394,163.6,0.6,506,19.83,94529,84.6,4.6
Nissan,Leaf,2023,Truck,44.3,96.8,250,234.2,0.21,706,22.41,115137,51.2,-7.9
Mercedes,EQC,2017,Sedan,84.6,86.6,412,67.1,1.43,1852,24.54,28802,38.4,-7.7
Ford,Mustang Mach-E,2021,Hatchback,59.7,77.3,262,151.7,0.48,1577,12.28,23467,62.3,-1.8
Kia,Niro EV,2023,SUV,116.5,86.1,655,122,1.35,264,15.68,36521,39.7,39.5
Ford,Mustang Mach-E,2018,Truck,61.7,90.1,359,106,0.69,453,16.5,32207,54,20.3
Nissan,Leaf,2020,Hatchback,45.4,71.7,237,171.8,0.36,948,21.11,98057,35.2,18.6
Mercedes,EQS,2023,Hatchback,119.9,94.2,663,72.8,2.35,769,18.79,42123,37.5,12.9
Nissan,Ariya,2017,Sedan,73.9,85.1,338,136.5,0.62,1003,17.5,121801,86.2,26.5
Ford,F-150 Lightning,2017,Hatchback,75.3,76.2,442,118.2,0.67,637,20.38,9702,91.2,-0.4
Kia,Niro EV,2020,SUV,41.2,75.7,210,130.7,0.41,1934,17.04,138991,32.6,19.8
BMW,i3,2016,Hatchback,93.8,95.7,401,103.2,1.23,1632,21,83905,97.7,17.2
Ford,F-150 Lightning,2020,Hatchback,58.6,90.1,273,147.8,0.51,1801,22.3,134808,67.4,36.5
BMW,iX,2020,Hatchback,70.8,77,413,104.2,0.81,761,19.72,45459,74.7,-6.9
Ford,F-150 Lightning,2020,Hatchback,51.6,95.1,218,95.9,0.77,1326,22.18,217118,47.4,31.2
Volkswagen,ID.3,2016,SUV,33.9,90.9,199,195.9,0.19,1602,18.97,158911,77.4,17.4
Tesla,Model Y,2019,SUV,44.4,90.9,255,85.1,0.57,958,15.54,22016,34.9,25.9
Hyundai,Kona Electric,2021,Hatchback,56,98.4,282,186.1,0.34,525,12.72,171966,76.7,35.9
Audi,Q4 e-tron,2020,SUV,106.9,85.7,494,118.4,1.12,806,23.55,201508,43.1,3.1
Chevrolet,Bolt EUV,2020,SUV,63.9,83.9,276,104.7,0.69,1411,14.37,142869,59.2,37.9
Tesla,Model X,2024,Sedan,95.5,84.4,474,154,0.69,1954,12.61,133192,38.5,0.7
Chevrolet,Bolt EUV,2020,SUV,32.6,91.8,189,24.5,1.78,804,18.56,60020,73.2,6.7
Hyundai,Ioniq 5,2018,Sedan,94.5,93.3,519,87.7,1.21,790,12.07,102347,67.6,-8.3
BMW,i4,2015,Hatchback,94.5,75.6,395,148.3,0.69,1875,22.74,11381,43.9,33.8
Mercedes,EQC,2019,Truck,57.3,77.3,314,47.7,1.61,1451,22.5,103132,91.3,10.8
BMW,i4,2017,Sedan,64.2,72.8,329,102.6,0.88,1589,22.43,184632,88.4,39.3
Ford,F-150 Lightning,2019,SUV,90.3,98.7,380,191.3,0.64,1873,16.82,114293,40.5,36
Hyundai,Ioniq 5,2017,Truck,39.7,82.4,232,29.7,1.64,417,21.47,105018,65,18.8
Mercedes,EQS,2019,SUV,44.1,84.9,224,236.7,0.23,585,19.07,242409,52.5,-6.1
Mercedes,EQC,2020,SUV,54,99.2,270,215.7,0.33,769,18.38,218951,86.6,32.2
Chevrolet,Bolt EV,2022,Sedan,39.2,88.7,212,100,0.56,481,19.13,219000,65.5,14.2
Mercedes,EQS,2019,Hatchback,110.7,74.5,594,82.7,1.59,1883,14.93,164563,98.2,13.6
Kia,EV6,2024,Hatchback,38.7,98.4,187,92.9,0.51,353,16.55,86210,92.7,16.8
BMW,i4,2022,Hatchback,112.9,94.7,669,97,1.34,309,14.89,154198,41.3,-0.6
Tesla,Model X,2016,Hatchback,68,97.7,390,152.2,0.53,1905,15.76,126625,47.7,-3.3
Kia,Niro EV,2020,Truck,103.4,98.1,453,192.5,0.69,1018,12.99,30847,90.4,27.7
Hyundai,Kona Electric,2024,Truck,100.2,81.7,591,236.4,0.49,298,23.34,159552,91.8,36.7
Hyundai,Ioniq 5,2024,Hatchback,110.1,83.7,450,185.2,0.82,1364,23.89,135568,40.8,3.7
Tesla,Model X,2015,SUV,111.1,98.6,607,184.7,0.79,539,24.05,63825,69.1,30.7
Tesla,Model S,2019,Sedan,70.8,94.8,345,62.9,1.52,329,19.47,8664,33,2
BMW,i4,2016,SUV,49,70.6,198,164.6,0.38,1513,24.98,87078,98.3,32
Ford,Mustang Mach-E,2019,Hatchback,103.6,77.2,592,217.7,0.52,240,21.23,158336,63.3,12.4
Mercedes,EQS,2017,SUV,115,89.7,491,205.1,0.6,466,24.82,101341,52.6,14.2
Ford,Mustang Mach-E,2023,Sedan,53.9,72.1,296,150.9,0.39,432,22.83,220644,38.3,37
Chevrolet,Bolt EUV,2017,Truck,62.8,89.3,352,76.7,0.93,754,17.89,74966,72.2,34
Audi,e-tron,2016,Truck,74.3,92.7,377,134.7,0.63,1089,12.35,120770,40.4,-1.2
Ford,Mustang Mach-E,2019,Truck,82.8,75.7,376,178.9,0.61,1267,16.46,105532,87.7,8.6
Tesla,Model S,2017,Hatchback,110,71.6,578,110.6,1.07,1980,14.21,156878,74.1,14.1
BMW,i3,2016,SUV,93.3,85.6,416,126.7,0.9,349,13.12,65059,71.1,30.7
Nissan,Ariya,2018,Truck,39.2,80.1,162,202.9,0.21,1800,17.18,167334,38.3,19.8
Ford,Mustang Mach-E,2017,Hatchback,50.3,70.6,259,46.8,1.53,1897,12.72,97672,76.8,24.9
Audi,Q4 e-tron,2020,SUV,92.6,89.2,436,101,1.01,511,13.36,220723,32.1,38.5
Hyundai,Ioniq 5,2022,Sedan,40.7,71.3,200,152.4,0.34,1293,17.26,205591,95,21.3
Hyundai,Kona Electric,2016,Sedan,59.6,81,288,88.1,0.81,931,17.13,122288,93.3,7.4
Hyundai,Ioniq 5,2019,Sedan,49.9,84.4,299,89.5,0.76,1979,18.58,48933,43.1,22.7
BMW,i3,2020,Truck,53.1,88.3,229,104.2,0.71,1691,23.53,99081,89.7,33.7
Volkswagen,ID.3,2022,Hatchback,47,90.4,194,188.6,0.34,575,24.97,21091,90.5,21.3
Volkswagen,ID.3,2019,SUV,55.4,78.7,317,158,0.46,962,20.92,190657,39.9,5.2
Hyundai,Kona Electric,2016,Sedan,35.1,74,204,189.6,0.2,553,19.47,173170,63.9,13.8
Nissan,Ariya,2024,Hatchback,38.7,74.2,169,97.9,0.47,1753,16.08,49143,33.3,29.5
Audi,e-tron,2016,Truck,74.1,86.6,370,23.9,3.51,1623,23.03,246963,77.7,32.1
Audi,Q4 e-tron,2021,SUV,95.9,82.5,554,95,1.18,1848,17.19,167402,49.9,37.9
Ford,Mustang Mach-E,2018,Truck,74.5,94.2,405,199.3,0.47,1353,17.05,208152,73.8,39.5
Kia,Niro EV,2019,Hatchback,31.9,71.1,190,245.1,0.17,411,15.49,171373,40.3,12.7
Audi,Q4 e-tron,2023,SUV,96.5,84.3,450,78.6,1.41,1354,12.57,183694,93.9,-1.6
Volkswagen,ID.3,2022,SUV,86,86.7,417,215.5,0.47,863,19.86,125632,40.5,8.3
Hyundai,Ioniq 5,2018,Hatchback,79.4,89.6,440,32.9,3.11,816,24.39,175123,88.6,33.9
Hyundai,Ioniq 5,2020,Sedan,91.4,74.1,419,130.6,0.8,558,21.88,176729,77,12.4
Hyundai,Kona Electric,2019,SUV,72.1,83,405,238.9,0.39,1661,19.5,117362,92.7,3.4
Volkswagen,ID.4,2017,Hatchback,46.8,71.1,251,248.3,0.2,593,22.94,225526,95.6,25.4
Chevrolet,Bolt EUV,2020,SUV,116.6,76.6,637,135.1,1.1,1004,23.4,120397,50.5,-1.3
Nissan,Leaf,2021,Sedan,107.6,94.5,476,56.2,2.12,565,16.77,126253,45.5,34.6
Tesla,Model X,2022,Hatchback,78.1,70,435,131.9,0.72,550,20.76,181764,60.2,27.2
BMW,i3,2016,Truck,68.2,96.9,389,40.7,1.78,1960,19.88,129518,86,36.5
Hyundai,Ioniq 5,2022,Sedan,116.7,70.2,563,186.4,0.69,392,18.74,189151,35.2,10
Tesla,Model X,2015,Sedan,37.6,92.3,190,116.7,0.44,641,18.82,23564,36.4,30.4
Kia,Niro EV,2021,Sedan,60.2,91.9,258,48.4,1.48,1694,24.04,92256,30.5,36.7
Tesla,Model Y,2020,Sedan,59.9,86.1,307,137.1,0.53,1302,23.81,19417,67,5
Hyundai,Ioniq 5,2020,Truck,66.8,78.2,299,160.9,0.58,1373,13.34,51963,88,-8.4
Mercedes,EQS,2018,SUV,98.6,78.1,575,193.6,0.66,1806,24.92,72659,50.5,33.9
Volkswagen,ID.4,2017,Sedan,53.8,72.5,278,123.8,0.49,1933,22.19,59389,49.1,24.4
Chevrolet,Bolt EUV,2017,Sedan,53.9,85,313,41.3,1.76,450,13.37,22986,73.6,0.7
Nissan,Ariya,2024,Hatchback,38.3,83.6,182,81.5,0.5,937,19.97,249294,88,18.5
Tesla,Model X,2024,SUV,78.5,78.7,337,248.7,0.34,1420,19.96,115621,95.5,12.8
Tesla,Model S,2019,Hatchback,109.6,70.3,479,112.2,1.07,869,16.03,91036,40,30.3
Tesla,Model X,2018,Sedan,42.3,95.8,178,32.1,1.71,679,13.76,98706,81.9,17.4
Chevrolet,Bolt EUV,2021,Truck,76.4,100,450,37.8,2.66,746,15,9273,82,-1.4
Audi,e-tron,2016,Truck,37.3,81.3,182,40.6,1.27,1200,23.36,134060,97.6,19.4
Mercedes,EQS,2016,Hatchback,60.6,79.9,249,226,0.3,1268,19.95,176708,70.8,4.9
BMW,iX,2015,Hatchback,59.4,80.2,321,178.4,0.41,991,14.11,57385,90.6,13.4
Nissan,Ariya,2024,Truck,52.4,94.1,263,70.5,0.89,1807,15.69,70150,88.7,7.7
Chevrolet,Bolt EUV,2021,Sedan,86.8,90.1,473,218,0.5,1320,20.26,103967,51,24.6
BMW,iX,2021,SUV,68.8,95.9,370,168.3,0.54,871,17.35,17451,81.4,9.9
Hyundai,Ioniq 5,2020,Hatchback,96.9,84.7,410,81,1.57,419,15.89,140531,62.5,12.7
Audi,e-tron,2018,Sedan,92.5,81.3,497,98.8,1.3,1410,17.99,121521,75.4,12.8
BMW,iX,2017,Truck,87.9,87.8,383,19.2,5.57,1852,14.19,247072,67.6,-0.2
Ford,F-150 Lightning,2016,Hatchback,110.9,84.5,590,36.5,3.69,1544,19.92,108415,33.8,25.5
Ford,F-150 Lightning,2019,SUV,67.5,83.8,349,58.1,1.25,1544,16.67,82804,83.4,0.1
Chevrolet,Bolt EV,2016,Sedan,40.4,84.3,190,243.6,0.23,783,14.73,248329,98.8,22.2
Chevrolet,Bolt EV,2015,Truck,45.2,80.1,193,155.3,0.34,1829,17.72,136973,90.7,14.5
Kia,EV6,2016,SUV,51.4,99.9,286,216.5,0.26,530,14.73,128769,83.1,4.6
Tesla,Model X,2016,SUV,55.1,73.6,250,165.7,0.42,822,20.26,241099,99.3,20.7
Nissan,Leaf,2024,Hatchback,68.7,78.3,364,57.6,1.36,1451,24.71,217202,54.7,35.5
Ford,F-150 Lightning,2020,Truck,70.7,76.8,352,98,0.95,641,15.43,142300,39.9,-3.8
Ford,Mustang Mach-E,2016,Hatchback,73,99.9,399,214.4,0.47,427,13.76,193309,80.3,5.5
Chevrolet,Bolt EV,2019,Sedan,55.5,96.2,283,156.4,0.45,271,21.34,76887,59.4,32.8
Ford,Mustang Mach-E,2017,Hatchback,45.2,90.6,267,85.1,0.75,1771,22.37,89357,91.1,38.1
Nissan,Ariya,2020,Hatchback,60.6,78.5,331,210.9,0.33,1587,21.47,41085,89.7,36.3
Tesla,Model Y,2024,Hatchback,96.8,95.7,485,160.3,0.66,1168,20.39,124383,73.4,0.6
Nissan,Leaf,2017,Sedan,117.6,70.1,644,158,0.78,1848,20.22,129628,95.4,6.4
Ford,Mustang Mach-E,2022,Sedan,57.7,93.1,305,74.1,1.03,206,18.14,149919,41,29.7
Audi,Q4 e-tron,2023,Hatchback,112.2,76.9,580,29.7,5.17,292,18.33,139438,83.5,33.6
BMW,iX,2021,Hatchback,89.2,94.1,527,29.9,4.03,422,22.94,195240,74.4,10.1
BMW,i4,2017,Hatchback,85.9,92.7,439,49,2.25,561,24.43,147734,60.6,37.3
Tesla,Model X,2020,Hatchback,75,87.1,358,71.5,1.13,1016,22.86,153126,52.4,8.7
Kia,EV6,2022,Truck,89.2,89,394,46.7,2.59,456,21.5,118903,71,-2.5
Volkswagen,ID.3,2020,Sedan,85.9,87.6,430,72.5,1.57,371,23.26,169928,35.2,4.9
Chevrolet,Bolt EV,2018,Hatchback,82.5,95.5,487,216.7,0.44,1372,16.17,58170,33.3,27
BMW,i4,2024,Truck,119,78.9,624,78.8,1.89,1187,13.75,67821,83.9,0.4
Ford,F-150 Lightning,2019,Hatchback,30.9,79.5,139,126.4,0.27,1483,22.25,105145,45.5,-9.3
Nissan,Leaf,2022,SUV,84.7,99.6,398,24.3,4.66,1791,14.8,175470,48.6,-4.4
Mercedes,EQC,2022,Hatchback,32.2,98.2,136,196,0.21,1418,24.92,114562,74.3,31.6
Volkswagen,ID.3,2017,Sedan,79.1,89.3,432,55.7,1.96,1660,23.05,49146,40.8,28.6
Tesla,Model X,2018,Hatchback,34.1,91.3,194,178.5,0.22,1437,12.61,14614,80.7,26.9
Nissan,Ariya,2023,Hatchback,113.3,85.4,562,249.1,0.57,1469,14.5,241853,46.3,6.1
Hyundai,Kona Electric,2016,Sedan,85.7,93.3,504,229.7,0.4,854,17.34,157073,45.8,37.7
Mercedes,EQC,2017,Hatchback,102.2,74.1,444,125.1,1.02,653,16.49,178098,54.1,11
Ford,F-150 Lightning,2023,Sedan,62.8,83.4,265,210.4,0.32,966,20,139413,69.8,24.7
Mercedes,EQS,2023,Sedan,44.9,99.8,216,225.8,0.27,1029,21.51,191329,36.4,-2.4
BMW,i4,2023,Hatchback,60.8,93,260,233.3,0.32,818,19.46,48748,44.6,23.6
Tesla,Model S,2019,Truck,86.1,87.6,402,81.7,1.34,1870,20.82,131948,83.4,5.1
Tesla,Model X,2020,Truck,67.7,86.5,393,86.7,0.87,1747,15.36,52934,98.9,-4.3
Hyundai,Kona Electric,2021,Hatchback,89.6,74.5,534,50,2.14,1292,24.62,177969,62.1,2.6
Nissan,Leaf,2024,Sedan,70.2,73.4,370,61.4,1.59,1603,14.46,16178,39.9,-4.7
BMW,iX,2024,Sedan,34.2,89.8,177,169.4,0.24,1994,14.05,136887,94.3,-3.4
Nissan,Leaf,2024,Hatchback,39.7,86.9,216,190.4,0.25,875,12.8,184434,93.7,30.6
Hyundai,Ioniq 5,2024,Sedan,116.5,82.5,551,244.7,0.53,950,14.65,159810,65.5,38.3
Ford,F-150 Lightning,2024,SUV,81.4,81.4,438,54.5,1.59,1205,22.32,26281,67.1,29.9
Ford,F-150 Lightning,2020,SUV,117.9,72.3,692,96.9,1.3,1591,23.76,28165,44.7,16.3
Chevrolet,Bolt EUV,2021,SUV,97.8,83.4,516,132.9,0.99,747,15.38,18746,92.3,28.5
Kia,Niro EV,2021,Hatchback,113.3,71.2,601,86,1.57,941,19.79,130369,40.4,36
Volkswagen,ID.3,2017,SUV,50,81.1,242,92.2,0.68,1807,18.52,28361,62.9,3.6
Ford,F-150 Lightning,2023,Truck,37.4,80.8,186,114,0.43,1559,23.91,58971,80.3,36.1
Ford,F-150 Lightning,2023,Truck,108.2,70.9,560,239.1,0.52,479,15.32,192313,56.4,6.8
Chevrolet,Bolt EUV,2017,Hatchback,46.4,70.1,230,232.9,0.26,961,20.01,86193,33.9,16.7
Chevrolet,Bolt EUV,2020,Truck,111.4,81.4,562,11.8,12.14,718,14.1,119301,47.7,36.9
Kia,Niro EV,2021,Truck,111.1,87.9,503,112.6,1.09,1806,24.21,232126,54.4,26.3
Mercedes,EQC,2015,Truck,60.7,88.3,332,95.7,0.78,428,19.76,102989,72.6,21.6
Audi,Q4 e-tron,2015,Truck,71.6,79.3,310,134.8,0.57,941,23.96,191535,46.5,11.4
Hyundai,Kona Electric,2021,SUV,51.5,73.9,218,203.7,0.29,661,24.69,127647,74.1,17
Ford,F-150 Lightning,2016,Hatchback,32.4,82.2,149,147.5,0.31,1997,22.75,93143,79,25.2
BMW,i3,2016,SUV,89.4,80.6,450,65.5,1.86,1530,23.91,49568,39.8,0.2
Ford,Mustang Mach-E,2022,Truck,65.6,73.7,324,172.5,0.48,1627,19.02,98181,83.4,7.4
Chevrolet,Bolt EUV,2019,Truck,100.1,78.9,408,181,0.63,365,17.65,155689,35.8,28.8
Mercedes,EQC,2024,Sedan,92.6,86,547,19.8,6.05,1767,24.48,127355,71.6,20.4
Volkswagen,ID.3,2016,SUV,99.5,71.8,526,207.7,0.52,1186,20.13,192228,99.9,21.9
Chevrolet,Bolt EUV,2024,SUV,80.9,76.5,422,62.3,1.78,1558,19.28,161139,78,39.7
Volkswagen,ID.4,2019,Hatchback,72.4,78,327,146.7,0.69,643,16.55,141406,53.5,21.6
Ford,Mustang Mach-E,2021,SUV,33.7,97.9,157,229.2,0.2,1299,15.34,47971,55.1,9.5
Tesla,Model S,2021,Truck,95.9,99.7,433,88.1,1.39,517,17.59,173284,98.2,6.9
Audi,Q4 e-tron,2022,Sedan,98.5,75.1,402,62.3,1.77,992,14.38,173041,98.2,29.7
Volkswagen,ID.3,2016,Sedan,60.7,82.5,299,160.8,0.4,1840,17.72,226351,47.9,20.9
Ford,F-150 Lightning,2019,Hatchback,73.1,92.5,360,15.1,5.79,1076,20.34,74730,32.9,11.9
Hyundai,Ioniq 5,2015,SUV,97.4,85.4,432,129,1.08,204,18.69,78239,30.5,31
Audi,Q4 e-tron,2015,SUV,86.4,94.7,408,114.3,1.04,689,12.51,81656,37.2,38.8
Audi,e-tron,2021,Sedan,109,70.4,438,62.8,2.19,1641,12.56,190505,78.3,31.6
Kia,Niro EV,2017,Sedan,93.8,85.7,389,11.1,11.99,1780,14.24,68552,51.4,-0.8
Hyundai,Kona Electric,2017,SUV,71.6,89.2,372,135.6,0.6,1050,24.71,36626,62.6,-2.4
Kia,EV6,2021,SUV,106.7,98.2,616,229.2,0.66,451,13.33,218169,90.8,23.7
Volkswagen,ID.4,2020,SUV,77.7,85.8,427,92.7,0.94,807,22.71,174485,97.5,30.8
Nissan,Ariya,2015,Hatchback,79.6,80.3,356,19.1,4.73,237,19.55,233617,94.2,-1.8
Mercedes,EQS,2018,Truck,102.7,95.6,501,96.8,1.3,1740,24.29,237206,84.2,-2.9
Chevrolet,Bolt EUV,2024,Truck,39.4,77.5,182,83.4,0.64,917,20.11,41761,97.4,18.2
Audi,Q4 e-tron,2024,SUV,30.2,98,134,175.6,0.21,327,17.95,141054,95,9.5
Nissan,Ariya,2024,Hatchback,77,79.2,314,119.8,0.72,614,18.93,181376,80.6,26.5
Ford,F-150 Lightning,2024,Truck,113.1,89,597,198.5,0.78,1916,20.22,142062,55.3,-0.1
Kia,EV6,2018,Hatchback,30.4,82.7,163,159.8,0.23,1230,18.48,173702,31.1,3.5
Mercedes,EQC,2023,Hatchback,49,70.4,231,240.9,0.23,1985,16.77,202432,72.2,5
Volkswagen,ID.4,2016,Hatchback,57.9,86.1,346,117.1,0.59,1696,22.13,162631,48.7,10.1
Volkswagen,ID.4,2019,Sedan,80.8,72.1,441,175,0.54,379,24.31,189589,40.7,-4.4
Ford,Mustang Mach-E,2018,Truck,37.9,90.5,165,230.2,0.18,1501,21.78,128315,33,34.4
BMW,i3,2022,SUV,48.9,85.4,253,18.8,3.24,217,12.29,142700,41.8,39.5
Ford,Mustang Mach-E,2022,Sedan,74.1,85,372,64.8,1.38,1989,16.86,207316,99.2,3
Nissan,Leaf,2018,Sedan,34.2,85.1,189,240.9,0.19,967,24.79,167176,33.9,2.3
